"ID","InternalID","Name","CardType","MonsterType","Attribute","Type","Level","ATK","DEF","Password","Limit","Description"
171,255,"Dimensional Warrior","Monster","Effect","EARTH","Warrior",4,1200,1000,"37043180",3,"When this card Attacks or is attacked, both this card and the opposing monster are removed from play and cannot return during the current Duel."
172,642,"Disk Magician","Monster","Normal","DARK","Machine",4,1350,1000,"76446915",3,"This monster hides in a saucer and only appears when executing an attack."
173,243,"Dissolverock","Monster","Normal","EARTH","Rock",3,900,1000,"40826495",3,"A monster born in the lava pits, it generates intense heat that can melt away its enemies."
174,1145,"DNA Surgery","Trap",,,,,,,"74701381",3,"Select 1 Type of monster.  As long as this card remains on the field, all face-up Monster Cards will be treated as the Type you selected."
175,152,"Dokuroizo the Grim Reaper","Monster","Normal","DARK","Zombie",3,900,1200,"25882881",3,"A messenger of doom that steals a soul with a single blow."
176,718,"Dokurorider","Monster","Ritual","DARK","Zombie",6,1900,1850,,3,"This monster is summoned with the Ritual Magic Card, ""Revival of Dokurorider"". You must also offer monsters whose total Level stars equal 6 or more as a Tribute from the field or your hand."
177,110,"Doma The Angel of Silence","Monster","Normal","DARK","Fairy",5,1600,1400,"16972957",3,"This fairy rules over death, and administers it when necessary."
178,194,"Doron","Monster","Normal","EARTH","Warrior",2,900,500,"00756652",3,"This monster splits in two and attacks from opposite sides."
179,204,"Dorover","Monster","Normal","WATER","Aqua",3,900,800,"24194033",3,"This ugly monster emits a highly poisonous gas."
180,328,"Dragon Capture Jar","Trap",,,,,,,"50045299",3,"All Dragon-type monsters on the field are switched to Defense Position and remain in this position as long as this card is active."
181,39,"Dragon Piper","Monster","Effect","FIRE","Pyro",3,200,1800,"55763552",3,"FLIP: Destroys ""Dragon Capture Jar"", and turns all face-up Dragon-type monsters to Attack Position."
182,499,"Dragon Seeker","Monster","Effect","DARK","Fiend",6,2000,2100,"28563545",3,"When this card is summoned to the field (excluding Special Summon), one Dragon-type monster can be automatically destroyed."
183,314,"Dragon Treasure","Magic",,,,,,,"01435851",3,"A Dragon-type monster equipped with this card increases its ATK and DEF by 300 points."
184,96,"Dragon Zombie","Monster","Normal","DARK","Zombie",3,1600,0,"66672569",3,"A dragon revived by sorcery. Its breath is highly corrosive."
185,293,"Dragoness the Wicked Knight","Monster","Fusion","WIND","Warrior",3,1200,900,"70681994",3,"Armaill + One-Eyed Shield Dragon"
186,119,"Dream Clown","Monster","Effect","EARTH","Warrior",3,1200,900,"13215230",3,"When this card is changed from Attack to Defense Position, 1 opposing monster is automatically destroyed."
187,1135,"Driving Snow","Trap",,,,,,,"00473469",3,"You can activate this card when 1 or more of your Magic Cards are destroyed and sent from the field to the Graveyard. Destroy 1 Magic or Trap Card on the field."
188,568,"Drooling Lizard","Monster","Normal","EARTH","Reptile",3,900,800,"16353197",3,"A blood-sucking snake in human form that attacks any living being that passes nearby."
189,215,"Dryad","Monster","Normal","EARTH","Spellcaster",4,1200,1400,"84916669",3,"A spirit of the forest powered by the surrounding trees and wildlife."
190,794,"Dunames Dark Witch","Monster","Normal","LIGHT","Fairy",4,1800,1050,"12493482",3,"Even when the odds are against this brave fairy, this monster will engage in battle and never run away."
191,374,"Dungeon Worm","Monster","Normal","EARTH","Insect",5,1800,1500,"51228280",3,"Hidden under the floors of a labyrinth, it swallows any who pass above."
192,1094,"Dust Tornado","Trap",,,,,,,"60082869",3,"Destroy 1 of your opponent's Magic or Trap Cards on the field. You can then Set 1 Magic or Trap Card from your hand."
193,1097,"Earthshaker","Trap",,,,,,,"60866277",3,"Select 2 Monster Card Attributes. Your opponent then select 1 of the 2 Attributes and destroys face-up monsters of that Attribute on the field."
194,681,"Eatgaboon","Trap",,,,,,,"42578427",3,"If the ATK of a monster summoned by your opponent (excluding Special Summon) is 500 points or less, the monster is destroyed."
195,529,"Eldeen","Monster","Normal","LIGHT","Spellcaster",3,950,1000,"06367785",3,"The cane of this monster is the source of many powerful spells."
196,609,"Electric Lizard","Monster","Effect","EARTH","Thunder",3,850,800,"55875323",3,"A non Zombie-type monster that attacks ""Electric Lizard"" cannot attack on their following turn."
197,462,"Electric Snake","Monster","Effect","LIGHT","Thunder",3,800,900,"11324436",3,"When this card is sent directly from your hand to the Graveyard by your opponent's card effect, you can draw 2 cards from your Deck."
198,315,"Electro-Whip","Magic",,,,,,,"37820550",3,"A Thunder-type monster equipped with this card increases its ATK and DEF by 300 points."
199,317,"Elegant Egotist","Magic",,,,,,,"90219263",3,"When you have 1 or more ""Harpie Lady"" cards on the field, you can Special Summon a ""Harpie Lady"" or ""Harpie Lady Sisters"" card from your hand or your Deck."
200,306,"Elf's Light","Magic",,,,,,,"39897277",3,"Increases the ATK of all LIGHT monsters by 400 points and decreases their DEF by 200 points."
201,571,"Empress Judge","Monster","Fusion","EARTH","Warrior",6,2100,1700,"15237615",3,"Queen's Double + Hibikime"
202,1098,"Enchanted Javelin","Trap",,,,,,,"96355986",3,"Select 1 of your opponent's monsters in Attack Position and add its ATK points to your Life Points."
203,250,"Enchanting Mermaid","Monster","Normal","WATER","Fish",3,1200,900,"75376965",3,"A beautiful mermaid that lures voyagers to a watery death."
204,661,"Eradicating Aerosol","Magic",,,,,,,"94716515",3,"Destroys all Insect-type monsters on the field."
205,663,"Eternal Draught","Magic",,,,,,,"56606928",3,"Destroys all Fish-type monsters on the field."
206,655,"Eternal Rest","Magic",,,,,,,"95051344",3,"Destroys all monsters equipped with Equip Cards."
207,1205,"Exchange","Magic",,,,,,,"05556668",3,"Both players show their hands to each other. You both select 1 card from each other's hand and add it your own. When sent to the Graveyard, the cards are placed in the Graveyard of the original owner."
208,1037,"Exile of the Wicked","Magic",,,,,,,"26725158",3,"Destroys all face-up Fiend-type monsters on the field."
209,20,"Exodia the Forbidden One","Monster","Effect","DARK","Spellcaster",3,1000,1000,"33396948",1,"An automatic victory can be declared by the player whose hand contains this card together with the Left Leg/Right Leg/Left Arm/Right Arm of the Forbidden One."
210,184,"Eyearmor","Monster","Normal","EARTH","Warrior",2,600,500,"64511793",3,"This warrior transforms into various creatures to confuse enemies in battle."
211,602,"Fairy Dragon","Monster","Normal","WIND","Dragon",4,1100,1200,"20315854",3,"A beautiful and powerful dragon fairy."
212,1073,"Fairy's Hand Mirror","Trap",,,,,,,"17653779",3,"Switch the opponent's Magic Card effect that specifically designates 1 monster as a target to another correctly targeted monster."
213,252,"Fairywitch","Monster","Normal","DARK","Spellcaster",3,800,1000,"37160778",3,"Though destined to be a fairy, this creature chose the way of the witch instead."
214,124,"Faith Bird","Monster","Normal","WIND","Winged Beast",4,1500,1100,"75582395",3,"This long-tailed bird blinds its enemies with mystical light."
215,689,"Fake Trap","Trap",,,,,,,"03027001",3,"When your opponent uses a Magic, Trap, or Effect Monster Card to destroy your Trap Card(s), this card can be destroyed as a substitute for your Trap Card(s)."
216,5,"Feral Imp","Monster","Normal","DARK","Fiend",4,1300,1400,"41392891",3,"A playful little fiend that lurks in the dark, waiting to attack an unwary enemy."
217,69,"Fiend Kraken","Monster","Normal","WATER","Aqua",4,1200,1400,"77456781",3,"A giant squid that drags its enemies to a watery grave."
218,594,"Fiend Reflection #1","Monster","Normal","WIND","Winged Beast",4,1300,1400,"68870276",3,"This monster can draw its enemies into mirror world that renders them helpless."
219,185,"Fiend Reflection #2","Monster","Normal","LIGHT","Winged Beast",4,1100,1400,"02863439",3,"A bird-beast that summons reinforcements with a hand mirror."
220,224,"Fiend Sword","Monster","Normal","DARK","Warrior",4,1400,800,"22855882",3,"Whoever resists the curse of this blade will gain untold power."
221,134,"Fiend's Hand","Monster","Normal","DARK","Zombie",2,600,600,"52800428",3,"Arms that reach out from the Swamp of Chaos to drag down the unwary."
222,364,"Fiend's Mirror","Monster","Ritual","DARK","Fiend",6,2100,1800,,3,"This monster is summoned with the Ritual Magic Card, ""Beastly Mirror Ritual"". You must also offer monsters whose total Level stars equal 6 or more as a Tribute from the field or your hand."
223,1067,"Final Destiny","Magic",,,,,,,"18591904",3,"Discard 5 cards from your hand to destroy all the cards on the field."
224,344,"Final Flame","Magic",,,,,,,"73134081",3,"Inflicts 600 points of Direct Damage to your opponent's Life Points."
225,518,"Fire Kraken","Monster","Normal","FIRE","Aqua",4,1600,1500,"46534755",3,"squid that thrives on fire and heat."
226,153,"Fire Reaper","Monster","Normal","DARK","Zombie",2,700,500,"53581214",3,"A reaper with a flaming arrow that burns an enemy to a crisp."
227,156,"Firegrass","Monster","Normal","EARTH","Plant",2,700,600,"53293545",3,"A fire-breathing plant found growing near volcanoes."
228,713,"Firewing Pegasus","Monster","Normal","FIRE","Beast",6,2250,1800,,3,"A heavenly stallion soaring through the skies on crimson wings."
229,290,"Fireyarou","Monster","Normal","FIRE","Pyro",4,1300,1000,"71407486",3,"A malevolent creature wrapped in flames that attacks enemies with intense fire."
230,1001,"Fissure","Magic",,,,,,,"66788016",3,"Destroys 1 opponent's face-up monster with the lowest ATK."
231,528,"Flame Cerebrus","Monster","Normal","FIRE","Pyro",6,2100,1800,"60862676",3,"Known to many as the ""Burning Executioner"", this monster is capable of burning enemies to cinders."
232,1165,"Flame Champion","Monster","Normal","FIRE","Pyro",5,1900,1300,"42599677",3,"A warrior protected by a flaming shield that nullifies any attack."
233,214,"Flame Ghost","Monster","Fusion","DARK","Zombie",3,1000,800,"58528964",3,"Skull Servant + Dissolverock"
234,141,"Flame Manipulator","Monster","Normal","FIRE","Spellcaster",3,900,1000,"34460851",3,"This Spellcaster attacks enemies with fire-related spells such as ""Sea of Flames"" and ""Wall of Fire""."
235,14,"Flame Swordsman","Monster","Fusion","FIRE","Warrior",5,1800,1600,"45231177",3,"Flame Manipulator + Masaki the Legendary Swordsman"
236,2014,"Flame Swordsman (alternate artwork)","Monster","Fusion","FIRE","Warrior",5,1800,1600,"40502030",3,"Flame Manipulator + Masaki the Legendary Swordsman"
237,643,"Flame Viper","Monster","Normal","EARTH","Pyro",2,400,450,"02830619",3,"A fire-breathing snake whose speed makes it a difficult target."
238,1111,"Flash Assailant","Monster","Effect","DARK","Fiend",4,2000,2000,"96890582",3,"Decrease the ATK and DEF of this card by 400 points for every card in your hand."
239,486,"Flower Wolf","Monster","Fusion","EARTH","Beast",5,1800,1400,"95952802",3,"Silver Fang + Darkworld Thorns"
240,1120,"Flying Kamakiri #1","Monster","Effect","WIND","Insect",4,1400,900,"84834865",3,"When this card is sent to the Graveyard as a result of battle, you may select 1 WIND monster with an ATK of 1500 or less from your Deck and Special Summon it to the field (no Tribute is required for monsters of Level 5 or more). The Deck is then shuffled."
241,1173,"Flying Kamakiri #2","Monster","Normal","WIND","Insect",4,1500,800,"03134241",3,"A flying mantis that feeds primarily on insects."
242,326,"Follow Wind","Magic",,,,,,,"98252586",3,"A Winged Beast-type monster equipped with this card increases its ATK and DEF by 300 points."
243,1142,"Forced Requisition","Trap",,,,,,,"74923978",3,"You can activate this card when you discard from your hand.  Every time you discard from your hand, your opponent must also discard from his/her hand."
244,329,"Forest","Magic",,,,,,,"87430998",3,"Increases the ATK and DEF of all Insect, Beast, Plant, and Beast-Warrior-type monsters by 200 points."
245,717,"Fortress Whale","Monster","Ritual","WATER","Fish",7,2350,2150,,3,"This monster is summoned with the Ritual Magic Card, ""Fortress Whale's Oath"". You must also offer monsters whose total Level stars equal 7 or more as a Tribute from the field or your hand."
246,699,"Fortress Whale's Oath","Magic",,,,,,,,3,"This card is used to summon ""Fortress Whale"". You must also offer monsters whose total Level stars equal 7 or more as a Tribute from the field or your hand."
247,200,"Frenzied Panda","Monster","Normal","EARTH","Beast",4,1200,1000,"98818516",3,"A savage beast that carries a big bamboo stick for beating down its enemies."
248,1040,"Fusion Sage","Magic",,,,,,,"26902560",3,"Take 1 ""Polymerization"" from your Deck and add it your hand. The Deck is then shuffled."
249,188,"Fusionist","Monster","Fusion","EARTH","Beast",3,900,700,"01641882",3,"Petit Angel + Mystical Sheep #2"
250,1125,"Gaia Power","Magic",,,,,,,"56594520",3,"Increases the ATK of all EARTH monsters by 500 points and decreases their DEF by 400 points."
251,36,"Gaia the Dragon Champion","Monster","Fusion","WIND","Dragon",7,2600,2100,"66889139",3,"Gaia The Fierce Knight + Curse of Dragon"
252,37,"Gaia The Fierce Knight","Monster","Normal","EARTH","Warrior",7,2300,2100,"06368038",3,"A knight whose horse travels faster than the wind. His battle-charge is a force to be reckoned with."
253,2037,"Gaia The Fierce Knight (alternate artwork)","Monster","Normal","EARTH","Warrior",7,2300,2100,"00603060",3,"A knight whose horse travels faster than the wind. His battle-charge is a force to be reckoned with."
254,505,"Gale Dogra","Monster","Effect","EARTH","Insect",2,650,600,"16229315",3,"At the cost of 3000 Life Points, you can discard 1 monster from your Fusion Deck to the Graveyard."
255,800,"Gamma The Magnet Warrior","Monster","Normal","EARTH","Rock",4,1500,1800,"11549357",3,"Alpha, Beta, and Gamma meld as one to form a powerful monster."
256,475,"Ganigumo","Monster","Normal","EARTH","Insect",2,600,800,"34536276",3,"A crab that binds its enemies with a sticky web and attacks them with its sharp claws."
257,715,"Garma Sword","Monster","Ritual","DARK","Warrior",7,2550,2150,"90844184",3,"This monster is summoned with the Ritual Magic Card, ""Garma Sword Oath"". You must also offer monsters whose total Level stars equal 7 or more as a Tribute from the field or your hand."
258,696,"Garma Sword Oath","Magic",,,,,,,"78577570",3,"This card is used to summon ""Garma Sword"". You must also offer monsters whose total Level stars equal 7 or more as a Tribute from the field or your hand."
259,795,"Garnecia Elefantis","Monster","Normal","EARTH","Beast-Warrior",7,2400,2000,"49888191",3,"A monster so heavy that each step rocks the earth."
260,67,"Garoozis","Monster","Normal","FIRE","Beast-Warrior",5,1800,1500,"14977074",3,"An axe-swinging beast-warrior with the head of a dragon."
261,482,"Garvas","Monster","Normal","EARTH","Beast",6,2000,1700,"69780745",3,"A wicked beast that resembles a winged lion."
262,373,"Gate Guardian","Monster","Effect","DARK","Warrior",11,3750,3400,,3,"This card can only be summoned by offering ""Sanga of the Thunder"", ""Kazejin"" and ""Suijin"" as a Tribute."
263,285,"Gatekeeper","Monster","Normal","DARK","Machine",5,1500,1800,"19737320",3,"An indestructible machine created for the sole purpose of protecting entrances."
264,746,"Gazelle the King of Mythical Beasts","Monster","Normal","EARTH","Beast",4,1500,1200,"05818798",3,"This monster moves so fast that it looks like an illusion to mortal eyes."
265,531,"Gemini Elf","Monster","Normal","EARTH","Spellcaster",4,1900,900,"69140098",3,"Elf twins that alternate their attacks."
266,183,"Genin","Monster","Normal","LIGHT","Spellcaster",3,600,900,"49370026",3,"A creature that defeats its enemies using sleight-of-hand."
267,1046,"Germ Infection","Magic",,,,,,,"24668830",3,"The ATK of a non-Machine-type monster equipped with this card is decreased by 300 points at each of its Standby Phases ."
268,595,"Ghoul with an Appetite","Monster","Normal","DARK","Zombie",4,1600,1200,"95265975",3,"A monster with a very big appetite that has never been satisfied."
269,54,"Giant Flea","Monster","Normal","EARTH","Insect",4,1500,1200,"41762634",3,"A massive flea that feeds on the blood of its enemies."
270,1114,"Giant Germ","Monster","Effect","DARK","Fiend",2,1000,100,"95178994",3,"When this card is sent to the Graveyard as a result of battle, inflict 500 points of Direct Damage to your opponent's Life Points. You can also take cards of the same name from your Deck and Special Summon them to the field in face-up Attack Position. The Deck is then shuffled."
271,407,"Giant Mech-Soldier","Monster","Normal","EARTH","Machine",6,1750,1900,"72299832",3,"This monster swings an earth-shaking axe that cannot be blocked by a common sword."
272,1108,"Giant Rat","Monster","Effect","EARTH","Beast",4,1400,1450,"97017120",3,"When this card is sent to the Graveyard as a result of battle, you may select 1 EARTH monster with an ATK of 1500 or less from your Deck and Special Summon it to the field (no Tribute is required for monsters of Level 5 or more). The Deck is then shuffled."
273,446,"Giant Red Seasnake","Monster","Normal","WATER","Aqua",4,1800,800,"58831685",3,"A sea-dwelling snake that attacks passing enemies with its sharp teeth."
274,575,"Giant Scorpion of the Tundra","Monster","Normal","EARTH","Insect",3,1100,1000,"41403766",3,"An extraordinary blue scorpion found in the tundra, not in the desert."
275,73,"Giant Soldier of Stone","Monster","Normal","EARTH","Rock",3,1300,2000,"13039848",3,"A giant warrior made of stone. A punch from this creature has earth-shaking results."
276,1080,"Giant Trunade","Magic",,,,,,,"42703248",3,"Returns all Magic and Trap Cards on the field to the respective owner's hands."
277,592,"Giant Turtle Who Feeds on Flames","Monster","Normal","WATER","Aqua",5,1400,1800,"96981563",3,"A crimson-shelled tortoise that feeds on flames."
278,1092,"Gift of The Mystical Elf","Trap",,,,,,,"98299011",3,"Increase your Life Points by 300 points for each monster on the field, regardless of position."
279,418,"Giganto","Monster","Normal","DARK","Machine",5,1700,1800,"33621868",3,"A massive monster that swings a huge steel ball to destroy anything in its path."
280,411,"Giga-tech Wolf","Monster","Normal","FIRE","Machine",4,1200,1400,"08471389",3,"An iron wolf with razor-sharp fangs that can penetrate any armor."
281,388,"Giltia the D. Knight","Monster","Fusion","LIGHT","Warrior",5,1850,1500,"51828629",3,"Guardian of the Labyrinth + Protector of the Throne"
282,686,"Goblin Fan","Trap",,,,,,,"04149689",3,"As long as this card remains face-up on the field, all Flip Summoned monsters of Level 2 or lower are immediately destroyed without their effects being activated"
283,339,"Goblin's Secret Remedy","Magic",,,,,,,"11868825",3,"Increases a selected player's Life Points by 600 points."
284,428,"Goddess of Whim","Monster","Effect","LIGHT","Fairy",3,950,700,"67959180",3,"Toss a coin and call ""Heads"" or ""Tails"". Call it right and this card's ATK will be doubled during this turn. Call it wrong and the ATK will be halved during this turn."
285,108,"Goddess with the Third Eye","Monster","Effect","LIGHT","Fairy",4,1200,1000,"53493204",3,"You can substitute this card for any 1 Fusion-Material Monster. You cannot substitute for any other Fusion-Material Monsters in the current Fusion."
286,53,"Gokibore","Monster","Normal","EARTH","Insect",4,1200,1400,"15367030",3,"A large, spherical roach that attacks its enemies by rolling over them."
287,968,"Graceful Charity","Magic",,,,,,,"79571449",2,"Draw 3 cards from your Deck, then discard any 2 cards from your hand."
288,1203,"Graceful Dice","Magic",,,,,,,"74137509",3,"Roll a die. The result is multiplied by 100 points and added to the ATK and DEF of all monsters you control until the end of your turn."
289,76,"Grappler","Monster","Normal","WATER","Reptile",4,1300,1200,"02906250",3,"A devious snake with a thick body that wraps around an enemy monster and squeezes the life out of it."
290,1011,"Gravedigger Ghoul","Magic",,,,,,,"82542267",3,"Select 2 Monster Cards from your opponent's Graveyard. These Monster Cards are removed from play for the remainder of the Duel."
291,1063,"Gravekeeper's Servant","Magic",,,,,,,"16762927",3,"Each time your opponent attacks with a monster, the opponent must send 1 card from the top of his/her Deck to the Graveyard."
292,1091,"Graverobber","Trap",,,,,,,"61705417",3,"You can take 1 Magic Card from your opponent's Graveyard and play it during this turn.  If you choose to play it, you must pay 2000 of your own Life Points."
293,107,"Graveyard and the Hand of Invitation","Monster","Normal","DARK","Zombie",3,700,900,"27094595",3,"A graveyard that serves as a power source for zombies."
294,606,"Great Bill","Monster","Normal","EARTH","Beast",4,1250,1300,"55691901",3,"This beast has a mouth that will swallow anything."
295,563,"Great Mammoth of Goldfine","Monster","Fusion","DARK","Zombie",6,2200,1800,"54622031",3,"The Snake Hair + Dragon Zombie"
296,56,"Great Moth","Monster","Effect","EARTH","Insect",8,2600,2500,,3,"This monster is summoned by offering ""Petit Moth"" as a Tribute on the 4th of your turns after it has been equipped with ""Cocoon of Evolution""."
297,59,"Great White","Monster","Normal","WATER","Fish",4,1600,800,"13429800",3,"A giant white shark with razor-sharp teeth."
298,273,"Green Phantom King","Monster","Normal","EARTH","Plant",3,500,1600,"22910685",3,"This youthful king of the forests lives in a green world, abundant with trees and wildlife."
299,585,"Greenkappa","Monster","Effect","DARK","Warrior",3,650,900,"61831093",3,"FLIP : Select 2 face-down Magic or Trap Cards on the field and destroy them."
300,45,"Griffore","Monster","Normal","EARTH","Beast",4,1200,1500,"53829412",3,"This monster's tough hide deflects almost any attack."
301,546,"Griggle","Monster","Effect","EARTH","Plant",1,350,300,"95744531",3,"When this card is face-up on the field and control shifts to your opponent, you gain 3000 Life Points. This effect can only be used once as long as this card remains face-up on the field."
302,274,"Ground Attacker Bugroth","Monster","Normal","EARTH","Machine",4,1500,1000,"58314394",3,"A surface battle robot that was once used for sea warfare."
303,645,"Gruesome Goo","Monster","Normal","WATER","Aqua",3,1300,700,"65623423",3,"A slime boss that is definitely tougher than it looks."
304,1062,"Gryphon Wing","Trap",,,,,,,"55608151",3,"When your opponent activates ""Harpie's Feather Duster"", all of your opponent's Magic and Trap Cards are destroyed in place of your own."
305,235,"Guardian of the Labyrinth","Monster","Normal","EARTH","Warrior",4,1000,1200,"89272878",3,"A monster that guards the entrance to the Netherworld."
306,444,"Guardian of the Sea","Monster","Normal","WATER","Aqua",4,1300,1000,"85448931",3,"A merman warrior that relentlessly attacks those who pollute the seas with their presence."
307,512,"Guardian of the Throne Room","Monster","Normal","LIGHT","Machine",4,1650,1600,"47879985",3,"A robot guard built to protect throne rooms, it is armed with homing missiles."
308,1134,"Gust","Trap",,,,,,,"73079365",3,"You can activate this card when 1 or more of your Magic Cards are destroyed and sent from the field to the Graveyard. Destroy 1 Magic or Trap Card on the field."
309,1013,"Gust Fan","Magic",,,,,,,"55321970",3,"A WIND monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points."
310,89,"Gyakutenno Megami","Monster","Normal","LIGHT","Fairy",6,1800,2000,"31122090",3,"This fairy uses her mystical power to protect the weak and provide spiritual support."
311,676,"Hamburger Recipe","Magic",,,,,,,,3,"This card is used to Ritual Summon ""Hungry Burger"". You must also offer monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand."
312,540,"Hane-Hane","Monster","Effect","EARTH","Beast",2,450,500,"07089711",3,"FLIP: Select 1 Monster Card on the field (regardless of position) and return it to its owner's hand."
313,236,"Haniwa","Monster","Normal","EARTH","Rock",2,500,500,"84285623",3,"An earthen figure that protects the tomb of an ancient ruler."
314,197,"Happy Lover","Monster","Normal","LIGHT","Fairy",2,800,500,"99030164",3,"A little fairy that fires beams of happiness from the heart-shaped jewel on its forehead."
315,155,"Hard Armor","Monster","Normal","EARTH","Warrior",3,300,1200,"20060230",3,"A living suit of armor that attacks enemies with a bone-jarring tackle."
316,61,"Harpie Lady","Monster","Normal","WIND","Winged Beast",4,1300,1400,"76812113",3,"This human-shaped animal with wings is beautiful to watch but deadly in battle."
317,62,"Harpie Lady Sisters","Monster","Effect","WIND","Winged Beast",6,1950,2100,"12206212",3,"This monster can only be Special Summoned with the Magic Card ""Elegant Egotist""."
318,1174,"Harpie's Brother","Monster","Normal","WIND","Winged Beast",4,1800,600,"30532390",3,"With eyes like a hawk and a flying speed exceeding Mach 5, this monster is a master of the sky."
319,671,"Harpie's Feather Duster","Magic",,,,,,,"18144506",1,"Destroys all of your opponent's Magic and Trap Cards on the field."
320,385,"Harpie's Pet Dragon","Monster","Effect","WIND","Dragon",7,2000,2500,"52040216",3,"Increases the ATK and DEF of this card by 300 points for each face-up ""Harpie Lady"" on the field."
321,1061,"Heavy Storm","Magic",,,,,,,"19613556",2,"Destroys all Magic/Trap Cards on the field."
322,51,"Hercules Beetle","Monster","Normal","EARTH","Insect",5,1500,2000,"52584282",3,"A massive beetle with a tough carapace and a dangerous horn."
323,109,"Hero of the East","Monster","Normal","EARTH","Warrior",3,1100,1000,"89987208",3,"A sword-swinging samurai from the Far East."
324,648,"Hibikime","Monster","Normal","EARTH","Warrior",4,1450,1000,"64501875",3,"Confuses enemy monsters with a noise that is harsh to the ears."
325,623,"High Tide Gyojin","Monster","Normal","WATER","Aqua",4,1650,1300,"54579801",3,"A very agile half-fish warrior known for its relentless attacks."
326,343,"Hinotama","Magic",,,,,,,"46130346",3,"Inflicts 500 points of Direct Damage to your opponent's Life Points."
327,209,"Hinotama Soul","Monster","Normal","FIRE","Pyro",2,600,500,"96851799",3,"An intensely hot flame creature that rams anything standing in its way."
328,610,"Hiro's Shadow Scout","Monster","Effect","DARK","Fiend",2,650,500,"81863068",3,"FLIP: Your opponent draws 3 cards. Both players check the cards and any Magic Cards among them must be immediately discarded to the Graveyard."
329,226,"Hitodenchak","Monster","Normal","WATER","Aqua",2,600,700,"46718686",3,"A rabid starfish that spits a lethal acid that can melt almost anything."
330,2,"Hitotsu-Me Giant","Monster","Normal","EARTH","Beast-Warrior",4,1200,1000,"76184692",3,"A one-eyed behemoth with thick, powerful arms made for delivering punishing blows."
331,282,"Holograh","Monster","Normal","EARTH","Machine",3,1100,700,"10859908",3,"This machine generates illusions that leave an enemy wide open to attacks."
332,24,"Horn Imp","Monster","Normal","DARK","Fiend",4,1300,1000,"69669405",3,"A small fiend that dwells in the dark, its single horn makes it a formidable opponent."
333,1031,"Horn of Heaven","Trap",,,,,,,"98069388",3,"Offer 1 of your own monsters on the field as a Tribute to negate the summon of a monster and send it to the Graveyard."
334,312,"Horn of Light","Magic",,,,,,,"38552107",3,"A monster equipped with this card increases its DEF by 800 points. When this card is sent from the field to the Graveyard, you can pay 500 Life Points to place it on top of your Deck."
335,313,"Horn of the Unicorn","Magic",,,,,,,"64047146",3,"A monster equipped with this card increases its ATK and DEF by 700 points. When this card is sent from the field to the Graveyard, it returns to the top of your Deck."
336,491,"Hoshiningen","Monster","Effect","LIGHT","Fairy",2,500,700,"67629977",3,"As long as this card remains face-up on the field, increase the ATK of all LIGHT monsters by 500 points and decrease the ATK of all DARK monsters by 400 points."
337,615,"Hourglass of Courage","Monster","Effect","LIGHT","Fairy",4,1100,1200,"43530283",3,"For 3 turns (including your opponent's) following the Summon of this card (including Flip Summon), the ATK and DEF of this monster is halved. After that, both ATK and DEF are doubled for the remainder of the Duel."
338,228,"Hourglass of Life","Monster","Normal","LIGHT","Fairy",2,700,600,"08783685",3,"This creature grants power instead of shortening life."
339,680,"House of Adhesive Tape","Trap",,,,,,,"15083728",3,"If the DEF of a monster summoned by your opponent (excluding Special Summon) is 500 points or less, the monster is destroyed."
340,701,"Hungry Burger","Monster","Ritual","DARK","Warrior",6,2000,1850,,3,"This monster can only be Ritual Summoned with the Ritual Magic Card, ""Hamburger Recipe"". You must also offer monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand."
341,613,"Hunter Spider","Monster","Normal","EARTH","Insect",5,1600,1400,"80141480",3,"This monster feeds on whatever it catches in its web."
342,249,"Hyo","Monster","Normal","WATER","Warrior",3,800,1200,"38982356",3,"None can survive the cold touch of this sub-zero warrior."
343,646,"Hyosube","Monster","Normal","WATER","Aqua",4,1500,900,"02118022",3,"This amphibian is strong on the attack, but leaves much to be desired when defending."
344,736,"Hyozanryu","Monster","Normal","LIGHT","Dragon",7,2100,2800,"62397231",3,"A dragon created from a massive diamond that sparkles with blinding light."
345,430,"Ice Water","Monster","Normal","WATER","Aqua",3,1150,900,"20848593",3,"A very aggressive mermaid that attacks enemies with the spikes growing from its body."
346,621,"Ill Witch","Monster","Normal","LIGHT","Spellcaster",5,1600,1500,"81686058",3,"This monster blasts enemies with unexpected bursts of wind."
347,41,"Illusionist Faceless Mage","Monster","Normal","DARK","Spellcaster",5,1200,2200,"28546905",3,"Manipulates enemy attacks with the power of illusion."
348,1154,"Imperial Order","Trap",,,,,,,"61740673",1,"As long as this card remains face-up on the field, the effects of all Magic Cards are deactivated. To keep this card in effect, you must pay 700 Life Points at your Standby Phase. If you cannot pay, this card is destroyed."
349,305,"Insect Armor with Laser Cannon","Magic",,,,,,,"03492538",3,"Increases the ATK of all Insect-type monsters by 700 points."
350,761,"Insect Queen","Monster","Effect","EARTH","Insect",7,2200,2400,"91512835",3,"This card cannot attack unless you offer 1 of your monsters on the field as a Tribute. The ATK of this card increases by 200 points for each Insect-type monster on the field. When this card destroys an enemy monster, you can place an Insect Monster Token (face-up Attack Position/Insect-type/EARTH/1 Star/ATK 100/DEF 100) on the field at the end of your turn."
